index,dialogue_id,Q-3,Q-2,Q-1,A
124887,HuLiC2107,"네, 그래요. 1948년에 설립되었습니다. 그곳은 세계에서 가장 큰 신발 제조업체입니다.",난 나이키도 좋아하고 아디다스도 좋아해. 둘 다 괜찮은 브랜드야,나이키는 1954년 제임스 닐슨이라는 사람에 의해 설립되었습니다.,나이키는 미국 회사로 알고 있는데?
1446841,MDRW2100021267.1,"그럴때는 확실히 잘봐주세요 ㅎㅎㅎ 사실 하다보면 일대일로도 해보고 싶긴한데... 일대일은 거의 한회에 5,6만원이 훌쩍 넘더라고요",역시 비싸네요ㅠ,네ㅠㅠ 피티도 비싸죠?,자세도 잘 봐주셔야 운동 효과도 더 좋을텐데요 네 피티도 그정도 하는거같아요
663761,MDRW2100000066.32,엄마ㅏㅏ 바빠?? 우리 나머지 계획 정하쟈,미안. 교육 때문에 바빴다. 이제 하자요.,ㅠ 왜저나도 안받아 구래 얼른하쟈,넹 공주 가고 싶은 곳 가자.
918215,MDRW2100001521.1,후우 이제 또 담 외출때까지 체력 비축해두자 이랬는데 지금은 그도 뭣도 못하니까...,맞아...,카페마저 못 가는 것도 넘 슬퍼...,인생이 뭐..ㅈ도 없어(급기야거친말 진짜로...
1098221,MDRW2100001619.1,나 오후에 수영해야겠다 그냥 오빠도 저녁에 운동하니까 웅 구랭,그래,수영하면 허리 좀 들어가겠지,그러고 끝나면 같이 산책해?
1398161,MDRW2100017868.1,같이 일해야하는 직장 동료 고르기,^__^ 약간 고르기게임 하면 아 이게 내취향이구나 알 수 있잖아요,2시간마다 양치하는데 치실이랑 워터팩으로 거하게 양치하면서 구웨에에에엑 하는 직장 동료 vs 비데 없는 곳에서 못 싼다고 왕복 4시간 거리 집 갔다오는 직장동료 아뇨 이건.. 취..향?,그런걸 제시한다고..ㅋㅋㅋㅋ ㅋㅋㅋㅋㅋ 게임이 과한데
322494,HuLiC6669,전 산타를 믿지 않아요,어릴 때 산타할아버지한테 받았던 선물 기억에 남는 거 있어?,산타가 준 선물은 기억이 안 나요.,크리스마스에 딱히 선물 받은 게 없었나 보구나
1217355,MDRW2100005325.1,양배추 씻고 써는 작업만 하면,아 써는 게 좀 힘들지,나머지 재료 썰어서 드레싱에 버무리면 되니까 점심은 전어에 밥! 그리고 밑반찬 오랜만에 밥 먹겠네,밥 우리 잡채밥도 먹었는데 엄청 오랜만은 아님
857829,MDRW2100001382.1,집에 있짢아 셀퓨존 선크림왔니,선크림은 모르겠고 뭐가 오긴 했오,셀퓨전씨,어제는 천연 감미료인가?
1300144,MDRW2100011018.1,머지않았군 교수님이 청강신청안받아줌,가서시위해,어이가없네 학교학식먹고싶당 울학교밥 진짜맛있는데,나 학식 사줘 언제갈가
1453865,MDRW2100021781.1,우와 부럽네요. 여름엔 건조한거 사실 잘 모르는데요 안건조하다가 냅두면 가을에 너므 타격이 크더라고요,건성이에요?,네 ㅠ 안바르면 엄청 당기고 발라도 당겨요,아.. 부럽네요.. 지성보단 건선이 좋은듯.. 지성은 여른에 세수3번씩하고..
1713692,MDRW2100040064.1,저도요 사계절중 가을이 좋아요ㅋㅋㄱ 먹을거 많고 다니기도 편하고 예쁘고 ㅋㅋㅋ,맞아요 선선하니 ㅜㅜ 점점 가을이 짧아지는거같아서 아쉬워요 ㅠㅠㅠㅠ,그러니까요.. 가을이 짧아지고 있어서 서운해요,봄가을은 짧아지고 여름겨울은 뭔가 극한으로 가는느낌ㅋㅋㅋ
1567893,MDRW2100029543.1,와 이름도 부르는 정도이시군요,오히려 나이드니까 형제사이가 더 좋아지더라구요,그런가요ㅎㅎ,어릴땐 별로였어서 그런가봐요ㅋㅋ
665657,﻿MDRW2100000073.7,,,88벌써 종료하다니..,얼른 받고 고팍스 보내버려애겠네뇨
1156777,MDRW2100001644.1,똥씹은얼굴로 내리던데,뭐야 왜 안간대?,웅,몰라 안가는거래 이러든데 술취하셨나
399436,HuLiC8443,그럼 검은 사제들은?,어 그거 안봤어 !,아 진짜? 그럼 이거 봐 ㅎ,내용 좀 찾아볼게 ㅋㅋㅋ
1489096,MDRW2100024137.1,ㅎㅎ 삼겹살 볶음 준비됐쥬?,삼겹살만들고 오세요 ㅋㅋ,ㅜㅇㅜ 왜차별하세용 저도 입인데,아 그럼 제가 지금 정육점 문연지 확인좀할게요
1247468,MDRW2100007368.1,오 dkny 적립금되나요?,네 되던데요,죄다 타미만 사니 그것도 괜찮겠어요,할인율이 작긴해요
1707993,MDRW2100039661.1,,오늘도 택배 왔나요 ㅎㅎ,오늘 택배는 없었네요.ㅎㅎ,ㅎㅎㅎ 전 사과 왔어요
1622292,MDRW2100033283.1,이야.. ㅇㅇ 그때 며칠 내내 잡아서 바로 완성했지 ㅋㅋㅋ 그리고 며칠전에 엄마가 고양이 도안으로 보석십자수를 주문했다는 소식 아마도 실시간 달려오는 중이지 않을까 싶음ㅋㅋㅋ 주말에 집에 있는데 갑자기 주문햇다고 나보고 하라는겨,오오 어머님 그냥 십자수도 상당히 잘 하셨던것 같은데 보석 십자수도 도전하시는구나,엄마 손으로 하는거면 거의 다 잘해 요새는 퀼트 전시회 한다고 열심히 바느질 하고 잇여,전시회도 하셔? 우왕... 대박...
1275390,MDRW2100009286.1,,가보신 여행지 중애 가장 추천하는 곳 잇으세요?,여행 잘 안 다녀서 가본 곳이 몇 군데 안되는데 해외는 푸켓 재밌었어요. 국내에서는 전주가 괜찮았던 거 같아요. 맛있는 게 많아서 좋았어요. name1님은 여행 많이 다니세요?,전주 맛있는거 너무많죠 그 바게트빵에 피자같은거 아직도 생각나요ㅜ 코로나전엔 많이 다녔어요! 여행은 유적지 좋아하세요 휴양지 좋아하세요?
1400024,﻿MDRW2100018004.1,,,약간 죽음에도 존엄이라는게 필요한거데 그걸 거스르는 행위를 한거잖아요 예술계에서도 찬반이 심할것같아요,지금음 말 못 하는 동물의 죽음을 전시하지만 나중가서는 사람도 전시장에 나올지도 모르니까요. 우리가 카데바를 구경하고 싶다는 것도 아니고...
142685,HuLiC2518,무슨 말인지 알겠어요. 저는 컴퓨터로 게임하는 것을 좋아합니다. 당신은 어떤 종류의 게임을 하기를 좋아하나요?,어릴 때는 게임보다 스포츠를 더 좋아했어,"스포츠는 재미있지만, 저는 더 이상 할 수 있는 자유 시간이 많지 않습니다.",왜? 시간내면 충분히 스포츠를 즐길 수 있지 않아? 많이 바뻐?
1588182,MDRW2100030959.1,가족들은 이런 모를거예요.,몰라주죠,오늘은 뭐 할거야?,맛없다 짜다 싱겁다 달다 안해주면 그것만으로도 감사
1504332,MDRW2100025162.1,왕족출신이라 그런가보다,맞아 근데 내가 강아지용 소세지먹어봤는데 사람꺼랑 맛똑같던데,네 인권은 좀 챙겨라,너도 나중에 한번 비교해봐
861577,MDRW2100001383.1,이거 2일전에 올린거 2차 전원 ㅇㅂ 구글기프트준당 여보 배스킨팔아뚜데됴,웅???,이디야는 연장했따 ㅋㅋ,가야지ㅜㅜ 안가니
316435,HuLiC6528,고양이를 같이 있으면 뭐가 좋아?,그들은 귀엽고 껴안고 싶어요. 저는 그들과 껴안고 싶어요.,맞아 너무너무 귀여워 고양이말고 또 있어?,저도 개 좋아해요. 나는 개와 고양이가 있습니다. 당신은 어떤 일을 하세요?
1701739,MDRW2100039206.1,초계무침 만들어 먹었어요? 대단한 솜씨네요,사실 어렵진 않아요. 그 마트에서 파는 고깃집 양파절임 소스에 겨자랑 식초만 좀 더 넣으면 얼추 비슷한 맛이 돼요ㅋㅋ,그렇군요.. 제가 도전 안해본 메뉴라.. 한번 해보고 싶네요,전 처음부터 그럴듯한 맛 내는건 못하는데 시판재료에 +@ 하는건 자주 해요
1595464,MDRW2100031476.1,오 저는 아메리카노는 못마시고 바닐라라떼 가끔 마셔요!!! 음료수도 드세요??,네네! 에이드류도 좋아하고,에이드 어떤맛 좋아하세요?,저는 자몽같이 좀 상큼한 거 좋아해요 name1님은요?
1239228,MDRW2100006837.1,오 저는 입어여 바람은 부나요?,초가을같아요 여름탈피 굿,맞아요 좋아요 하늘맑네요 봄여름겨울가을 머가조으세요,봄 가을 님은
1787733,MDRW2100045483.1,것...,아하.. 왓차 올라가는구나,황건하는,신기방기 좋아 그런거
1304963,MDRW2100011357.1,그런데 코로나때문에 취소될 것같아,취소되면 아쉽겠네 ㅠㅠ,서울은 한 주차라도 연기해서 코로나 끝나고 했으면 좋겠어,콘서트 운영자들도 계획이 있겠징~
357100,HuLiC7467,난 아이스크림 무인판매점을 열었어. 프랜차이즈도 염두에 두고.,그것 참 좋은 생각인 것 같군요. 수익을 낼 수 있을 것 같아요?,이제 보름되었는데 월세 정도는 나오는거 같아. 겨울이 비수기라고 하더라고.,그 말을 들으니 유감이네요. 당신의 상황이 빨리 나아지길 바랍니다. 당신은 어떤 일을 하세요?
1561578,MDRW2100029096.1,오 첨들어용 어떤류에요?,땅끄랑 비슷한거같아요 타바타같은거요,함 봐야겠네용 ㅎㅎ,네 반복없어서 좀 덜지루해요
871818,MDRW2100001394.3,가스 넣는 것도 작년인가 재작년에 안 듯 ㅋㅋ,에어컨 틀어도 내 방까지 안오거든,ㅇㅇ 선풍기를 마구 돌리지,아하~~ 작년이나 제작년에 바꿔서 지금까지 시원한바람 나오나봐.
1833622,MDRW2100047017.1,음주운전하는 연예인 진짜 많잖아,그 흔하지안은 경우가ㅣ 나임 ㅅㅂ,근데 길에서 탈모인 여자 나오는 게 많이 받는데,아냐 내가전에 말한경우 다큐에서봣는데
708296,MDRW2100000148.36,돈벌긴 글렀어여 ㅠ 신랑 주식이여?,나도ㅋㅋ 누가 알려줬음 좋것다 찝어서ㅋㅋ,공부해야져 유툽도보고 책도 보구 꽁갈이 어딨어여 ㅋㅋ,공부 해서 나좀 알려줘 ㅋㅋㅋ 꽁갈로 얻어보게 나는
239873,HuLiC4761,"아뇨, 아직 안 했어요. 그들에게 무엇을 물어봐야 할지 모르겠어요. 조언 좀 해주시겠어요?","심리학자가 전망이 있는 직업인지, 돈은 어느정도 버는지 물어봐야 하지 않을까?",그것은 좋은 질문이네요. 다음에 만나면 물어볼게요.,나는 아르바이트 하면서 회계사시험 공부도 하니까 하루가 금방금방간다
765358,MDRW2100001091.67,우와 정말 걱정을 해주시네요 ㅎㅎ,배달도 못 시키게 하고,사실 요즘에 워낙 흉흉하니까요,네네~맞아요~아무리 낮이라도
1434334,﻿MDRW2100020385.1,,,안녕하세용 무슨일 하세요!?,저 알바해요!
1765585,MDRW2100043854.1,다른 거 또 먹어보신 것 있나요?,음 .. 마라탕이랑은 꿔바로우 같이 먹긴해요! 다른건 안먹어봤어요.. 드셔보신거 있으신가요?,저도 꿔바로우 먹어봤어요,쫀득하니 맛있지 않나요
755778,MDRW2100000684.1,삼성으로 샀어요~,와 이온? 그거 사신건가? 아니면 갤럭시 북이에요?,갤럭시북이요~,우와 완전 부러워요 전 지금 그램쓰는데 넘 바꾸고 싶네요 ㅠㅠ
1235147,MDRW2100006535.1,비와서 추운가봐요,그런가봐요 여기도다시비와요,이불 두개 덮으세요 추우면,네 간절기이불을다시꺼내야겠어요
1188472,MDRW2100003328.1,맞아요~ 뭐비료주고? 그것도 부지런해야 할수있을것같아요 뭐뭐 기르시나요?,가지 오이 방울토마토 고추 파 옥수수 콩 땅콩이랑 각종 나물들도 키우세요 ㅋㅋ 쓰고보니 되게 많네요,왓 정말 많네요~ ㅎㅎㅎ,부모님이 부지런하셔서 덕분에 ㅎㅎ 저는 최근에 바질 심어서 이제 싹 틔웠어요 크면 샐러드 해먹을 원대한 포부 ㅋㅋ
31162,﻿Chat1697,,,기분이 별로야.,안좋은일 있구나.
48280,Chat5003,,우동이 생각나.,비와서 그런가?,그럴지도 모르지.
139092,HuLiC2435,많이 아쉽겠다. 요즘엔 어떤걸 하고있니?,"하이킹과 캠핑을 좋아하지만, 한동안 캠핑을 안 했어요.",캠핑말고 다른 취미는 없니,저는 비디오 게임 하는 것을 좋아합니다. 당신은요? 너의 남은 시간에 뭘 하고 싶어요?
751217,MDRW2100000409.1,호주에 볼거리 추천해주실 수 있어요?,오페라하우스 앞에 식당 좋구요 코알라랑 캥거루 직접 보면 좋아요,오페라하우스 앞에 식당!! 뷰가 엄청 멋있겠어요 혹시 쿼카도 보셨나요?,그게 머죠?
80843,HuLiC1090,"네, 맞아요. 저는 최대한 건강한 음식을 먹으려고 노력합니다. 당신은 건강한 음식을 먹나요?",음.. 나도 예전에는 건강한 음식을 많이 챙겨먹을려고 노력을 했었는데.. 지금은 맛있는 음식을 먹는게 나한테 주는 보상이라고 생각해서 건강한 음식을 잘 못챙겨 먹고있어..ㅠ,건강에 좋은 음식은 분명히 보상입니다. 균형 잡힌 식사를 하는 것이 중요하다고 생각합니다.,흠... 되게 새로운 관점이다! 건강한 음식이 우리 몸에주는 보상이기는 하지!
1337264,MDRW2100013649.1,네 소스가 진짜 맛있더라구여 저도 쌀국수좋아하는데 국물이 얼큰해서 좋아요 ㅋㅋㅋ,그쵸그쵸 하지만 고수는 못먹어요.. 퐁퐁맛이 나요.. name1님은 고수 드세요?,네 저도 맨처음엔 뭔맛이지했는데 반미 드셔보셨어요?,네 반미도 너무 좋아요 앤젤리너스 반미 최고!!! 하지만 역시 고수는 안먹어요 ㅋㅋㅋ 어른이시네요
1164982,MDRW2100001765.1,글쎄ㅋㅋㅋ가능할까...? 아 넌 엔씨 팬이야?,아ㅣ 내 적금 ㅠㅠ 추가금리 받아야하는데 엔씨 이 녀석들 작년 시즌 우승이었다면서,아아 나는 그 신한적금은 두산으로 들었는데 (롯데미안..) 두산 요새 되게 못하드라...?,두산팬들 울어요 내 주변에 두산팬들 많아서 다들 분위기가 초상이더라
1468863,MDRW2100022815.1,아주덥고조아,그건어때,헐 조아 예뻐,ㅋㅋㅋㅋㅋ
159135,HuLiC2899,저는 스키를 타 본 적이 없습니다. 그래도 스노보드를 타보고 싶어요.,나도 처음에는 스키를 타다가 스노보드로 탔는데 보드가 훨씬 재밌어 ㅋㅋ,스노우보드는 정말 재미있을 것 같아요. 저도 한번 먹어보고 싶어요.,나중에 기회가 되면 나랑 같이 스키장가자
1379673,﻿MDRW2100016544.1,,,안녕하세요,네.. 염색하셨나요?
1453355,MDRW2100021742.1,그럼 불닭볶음면 이런거 잘 먹어요?,네 스트레스 받을 때 먹어요,와.. 그럼 핵불닭볶음면은요? 먹어봤어요?,아뇨 안 먹어봤네요 전 불닭볶음면으로 충분해요ㅋㅋ
1357220,MDRW2100015002.1,ㅋㅋ주말은 안내리나요?참 다행이네요. 홍수피해 지역도 있다는데 수도권은 그정도는 아닌가요? 여기는 비 피해는 거의 없는 지역입니다.,여긴 그정도는 아닌거 같아요 다만 해를 못봐서 너무 습해서 그게 좀,ㅋㅋㅋ제습기는 안사용하세요? 전 사실 비를 일부러 맞고 다닐 정도로 좋아해서 장마때마다 신이나요,제습기대신 에어컨
262342,HuLiC528,그래 혼자봐도 좋고 다 같이 봐도 좋고 언제 영화보러 갈래?,저는 혼자 영화 보러 극장에 가는 것을 좋아해요. 저는 다른 사람들과 함께 가는 것을 좋아하지 않습니다.,그렇구나 그럼 혼자 보게 해줄게 ㅎㅎ 영화볼때 팝콘 먹어?,"가끔 먹기도 하는데, 영화관에 가는 것보다 집에서 간식을 먹는 게 더 좋아요."
394084,HuLiC832,그치 나 피부 좋아질려고 노력 많이하고 있어 ㅠ ㅠ,그 말을 들으니 유감이네요. 피부 문제가 다루기 힘들 수 있다는 것을 알아요.,"맞아 내 컨디션, 날씨, 습도 등등 고려해야할 게 너무 많아서 힘들어",무슨 말인지 알겠어요. 모이스춰라이저와 로션을 많이 쓰려고 하는데 별로 도움이 안 돼요.
1446653,MDRW2100021254.1,ㅜㅜ 저도 야구 직관은 갔는데 그립네요,야구응원 재밌더라구요ㅎㅎ,맞아요 ㅋㅋ 근데 또 관심없으면 지루할거 같긴 해요,몰라도 재밋긴하더라구요
1060651,MDRW2100001597.1,(세탁기청소 해야지 해야지 머리속으로 수백번 생각해도 세탁실 밖으로 나가면 까먹고...),그리고 듀오백 의자 팔거야 name3한태 너무 위험하고 덩치가 너무 크고 여튼 존재가 너무 스트레스야,ㅠㅠ 그래,보는 것만으로도 스트레스 받아
836844,MDRW2100001359.1,흠 그런가 무슨 김밥 먹을건데 ? 회사 근처에 맛있는 김밥집이 업서,낙곱새집 옆에 스타분식이라고 새로 생김 저번주에 참김 먹엇는데 맛있더라구,아 거기 원래 다른 마리김밥인가 어쩌구였는데 그때가 더 맛있었어 ㅡ..ㅡ 스타분식은 메뉴가 좀 바뀜,ㅁㅈ 예전에 거기 유부김밥 최애엿ㄴ느데 배고파서 안되겟다^^
1565354,MDRW2100029355.1,그렇겠죠 관리하는게 까다롭고 어렵지만요,그래서 어두운 색만 사네요 어두운색도 햇빛앞에선 어쩔수없지만요,저는 어두운색 아니면 흰색 이렇게 주로 고르는거 같아요  아닐때도 있지만요,이렇게 문득 쓰고나니 걱정이생겨납니다.  다이소가서 변색방지용 커버좀 사야겠네요.
258672,HuLiC5195,우주비행사 멋있다. 어떤 점에서 고민중이야?,그냥 우주에 가면 정말 멋질 것 같아요.,우주에 간다니 참 멋지게 들린다,저도 그렇게 생각해요. 저는 달에 가고 싶어요.
